Date,Target_Close,Cross_Lithium_Close,Albemarle_Close,Ganfeng_Lithium_Close,Trends_lithium,Trends_lithium_price,Trends_lithium_carbonate,Trends_lithium_hydroxide,Trends_lithium_battery,News_Article_Count,News_TextBlob_Polarity,News_FinBERT_Score,SP500,VIX,US_Dollar_Index,MVIS_Critical_Minerals
2023-05-04,179500.0,40.75,175.65,9.373,,,,,,3.0,-0.3,-0.3234177231788635,4061.219970703125,20.09000015258789,101.4000015258789,509.58
2023-05-05,180500.0,40.75,179.7,9.252,,,,,,1.0,-0.4333333333333333,-0.7104761004447937,4136.25,17.190000534057617,101.20999908447266,522.11
2023-05-08,190000.0,40.75,179.7,9.252,46.0,2.0,1.0,0.0,14.0,4.0,0.125,-0.2300088852643967,4138.1201171875,16.979999542236328,101.37000274658205,537.23
2023-05-09,195500.0,40.75,195.17,9.085,46.0,2.0,1.0,0.0,14.0,5.0,0.02363636363636362,0.28268723487854003,4119.169921875,17.709999084472656,101.63999938964844,537.78
2023-05-10,208500.0,40.95,194.51,9.345,46.0,2.0,1.0,0.0,14.0,6.0,0.05833333333333333,0.6744045515855154,4137.64013671875,16.940000534057617,101.4800033569336,544.74
2023-05-11,225000.0,41.31,198.52,9.465,46.0,2.0,1.0,0.0,14.0,10.0,0.051818181818181805,0.03797748684883116,4130.6201171875,16.93000030517578,102.05999755859376,551.22
2023-05-12,242000.0,42.04,195.79,9.285,46.0,2.0,1.0,0.0,14.0,1.0,0.0,0.7026454210281372,4124.080078125,17.030000686645508,102.68000030517578,548.71
2023-05-15,258000.0,42.04,203.75,10.098,56.0,3.0,1.0,0.0,14.0,4.0,0.03125,-0.22275318205356598,4136.27978515625,17.1200008392334,102.43000030517578,557.11
2023-05-16,265000.0,42.04,205.67,9.899,56.0,3.0,1.0,0.0,14.0,3.0,0.0,0.0,4109.89990234375,17.989999771118164,102.55999755859376,551.44
2023-05-17,274000.0,42.04,207.99,9.717,56.0,3.0,1.0,0.0,14.0,7.0,0.03571428571428571,0.4586715613092695,4158.77001953125,16.8700008392334,102.87999725341795,550.39
2023-05-18,290000.0,43.19,210.14,9.657,56.0,3.0,1.0,0.0,14.0,5.0,0.0325,0.638867461681366,4198.0498046875,16.049999237060547,103.58000183105467,554.81
2023-05-19,292000.0,43.61,204.15,9.565,56.0,3.0,1.0,0.0,14.0,1.0,0.0,0.0,4191.97998046875,16.809999465942383,103.1999969482422,551.53
2023-05-22,292000.0,43.61,206.5,9.508,49.0,3.0,1.0,0.0,14.0,11.0,0.045454545454545456,0.5160586346279491,4192.6298828125,17.209999084472656,103.1999969482422,546.62
2023-05-23,292000.0,43.32,216.07,9.298,49.0,3.0,1.0,0.0,14.0,3.0,0.012121212121212097,0.47363277276357013,4145.580078125,18.530000686645508,103.48999786376952,542.46
2023-05-24,295000.0,43.32,212.23,9.082,49.0,3.0,1.0,0.0,14.0,8.0,0.15000000000000002,0.465978778898716,4115.240234375,20.030000686645508,103.88999938964844,533.76
2023-05-25,295000.0,43.29,204.97,8.929,49.0,3.0,1.0,0.0,14.0,5.0,0.10833333333333332,0.19014681577682496,4151.27978515625,19.13999938964844,104.20999908447266,526.25
2023-05-26,295000.0,43.29,203.99,8.714,49.0,3.0,1.0,0.0,14.0,1.0,0.0249999999999999,0.0,4205.4501953125,17.950000762939453,104.20999908447266,524.72
2023-05-29,295000.0,43.29,203.99,8.714,46.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4205.4501953125,17.950000762939453,104.20999908447266,527.78
2023-05-30,297500.0,43.21,201.86,8.771,46.0,2.0,1.0,0.0,14.0,4.0,0.1125,0.0,4205.52001953125,17.459999084472656,104.16999816894533,522.57
2023-05-31,300000.0,43.21,193.53,8.719,46.0,2.0,1.0,0.0,14.0,4.0,0.0,0.16673260927200317,4179.830078125,17.940000534057617,104.31999969482422,513.18
2023-06-01,300500.0,46.5,195.54,8.755,46.0,2.0,1.0,0.0,14.0,6.0,0.08277777777777777,0.4764429529507955,4221.02001953125,15.649999618530272,103.55999755859376,518.09
2023-06-02,300500.0,46.02,208.36,9.064,46.0,2.0,1.0,0.0,14.0,2.0,0.05,0.0,4282.3701171875,14.600000381469728,104.0199966430664,538.56
2023-06-05,303000.0,46.02,206.17,9.106,49.0,2.0,1.0,0.0,14.0,2.0,0.15568181818181814,0.3168729543685913,4273.7900390625,14.729999542236328,104.0,541.83
2023-06-06,306500.0,46.02,213.11,8.879,49.0,2.0,1.0,0.0,14.0,4.0,0.0953125,0.4594276398420334,4283.85009765625,13.960000038146973,104.12999725341795,543.31
2023-06-07,310000.0,46.92,218.82,8.739,49.0,2.0,1.0,0.0,14.0,2.0,-0.05769230769230765,-0.4378586411476135,4267.52001953125,13.9399995803833,104.0999984741211,544.06
2023-06-08,311500.0,47.31,219.62,8.888,49.0,2.0,1.0,0.0,14.0,3.0,0.045454545454545435,0.1822443207105001,4293.93017578125,13.649999618530272,103.33999633789062,545.03
2023-06-09,313000.0,47.31,220.5,8.967,49.0,2.0,1.0,0.0,14.0,1.0,0.0,0.5467329621315002,4298.85986328125,13.829999923706056,103.55999755859376,548.12
2023-06-12,313000.0,47.31,218.55,8.832,47.0,2.0,1.0,0.0,15.0,4.0,0.0625,0.16059182584285736,4338.93017578125,15.010000228881836,103.62999725341795,545.84
2023-06-13,313000.0,47.31,228.85,8.82,47.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,4369.009765625,14.609999656677246,103.33999633789062,552.49
2023-06-14,313000.0,46.72,226.8,8.777,47.0,2.0,1.0,0.0,15.0,3.0,0.0,0.2516072789827983,4372.58984375,13.880000114440918,103.01000213623048,555.09
2023-06-15,313000.0,46.72,230.91,9.13,47.0,2.0,1.0,0.0,15.0,4.0,0.0,0.0,4425.83984375,14.5,102.12000274658205,557.08
2023-06-16,314000.0,45.92,228.17,9.166,47.0,2.0,1.0,0.0,15.0,1.0,0.0,0.5947059988975525,4409.58984375,13.539999961853027,102.3000030517578,565.09
2023-06-19,314000.0,45.92,228.17,8.93,48.0,2.0,1.0,0.0,14.0,5.0,0.04384615384615386,-0.027713692188262962,4409.58984375,13.539999961853027,102.3000030517578,554.75
2023-06-20,313500.0,47.05,232.22,8.819,48.0,2.0,1.0,0.0,14.0,12.0,-0.008397435897435883,0.20472616950670877,4388.7099609375,13.880000114440918,102.54000091552734,551.25
2023-06-21,313000.0,47.05,230.38,8.66,48.0,2.0,1.0,0.0,14.0,5.0,0.04,0.03601609468460083,4365.68994140625,13.199999809265137,102.06999969482422,548.29
2023-06-26,311500.0,47.05,225.22,8.454,48.0,2.0,1.0,0.0,15.0,3.0,0.020833333333333332,-0.2733514706293742,4328.81982421875,14.25,102.69000244140624,530.37
2023-06-27,310000.0,47.05,227.07,8.508,48.0,2.0,1.0,0.0,15.0,5.0,0.05,0.3171988964080811,4378.41015625,13.739999771118164,102.48999786376952,534.85
2023-06-28,307500.0,46.99,217.0,8.38,48.0,2.0,1.0,0.0,15.0,3.0,0.0,-0.19959898789723715,4376.85986328125,13.43000030517578,102.91000366210938,528.82
2023-06-29,307000.0,46.9,218.98,8.238,48.0,2.0,1.0,0.0,15.0,11.0,0.15227272727272725,0.4090600880709561,4396.43994140625,13.539999961853027,103.33999633789062,530.04
2023-06-30,307000.0,46.9,223.09,8.407,48.0,2.0,1.0,0.0,15.0,13.0,0.0564102564102564,0.29916371748997617,4450.3798828125,13.59000015258789,102.91000366210938,536.94
2023-07-03,307000.0,45.5,229.26,8.479,45.0,2.0,1.0,0.0,14.0,3.0,0.0,0.31373963753382367,4455.58984375,13.56999969482422,102.98999786376952,546.22
2023-07-04,307500.0,45.5,229.26,8.576,45.0,2.0,1.0,0.0,14.0,3.0,0.13333333333333333,0.8179336388905843,4455.58984375,13.56999969482422,102.98999786376952,549.62
2023-07-05,307500.0,46.04,229.02,8.554,45.0,2.0,1.0,0.0,14.0,2.0,-0.0208333333333333,0.6954687833786011,4446.81982421875,14.18000030517578,103.37000274658205,556.0
2023-07-06,307500.0,46.04,227.57,8.4,45.0,2.0,1.0,0.0,14.0,1.0,0.0,0.0,4411.58984375,15.4399995803833,103.16999816894533,541.28
2023-07-07,307500.0,45.15,237.52,8.434,45.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4398.9501953125,14.829999923706056,102.2699966430664,540.62
2023-07-10,307500.0,44.77,239.86,8.596,48.0,2.0,1.0,0.0,14.0,3.0,0.11287878787878787,0.6045031348864237,4409.52978515625,15.06999969482422,101.97000122070312,545.39
2023-07-11,307500.0,44.06,239.09,8.631,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4439.259765625,14.84000015258789,101.7300033569336,553.7
2023-07-12,306000.0,43.56,243.44,8.496,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4472.16015625,13.539999961853027,100.5199966430664,557.45
2023-07-13,304500.0,44.42,241.67,8.554,48.0,2.0,1.0,0.0,14.0,3.0,0.016666666666666666,0.5919171373049418,4510.0400390625,13.609999656677246,99.7699966430664,567.22
2023-07-14,303500.0,43.91,235.27,8.568,48.0,2.0,1.0,0.0,14.0,2.0,0.1,0.0,4505.419921875,13.34000015258789,99.91000366210938,562.37
2023-07-17,300500.0,44.04,237.66,8.445,45.0,2.0,1.0,0.0,15.0,4.0,0.09375,0.2254596799612045,4522.7900390625,13.479999542236328,99.83999633789062,555.0
2023-07-18,299000.0,44.04,237.03,8.372,45.0,2.0,1.0,0.0,15.0,3.0,0.27424242424242423,-0.10634301106135051,4554.97998046875,13.300000190734863,99.94000244140624,556.83
2023-07-19,296000.0,44.04,232.52,8.272,45.0,2.0,1.0,0.0,15.0,1.0,0.0,0.0,4565.72021484375,13.760000228881836,100.27999877929688,548.86
2023-07-20,293500.0,44.1,223.11,8.351,45.0,2.0,1.0,0.0,15.0,4.0,-0.21590909090909094,0.4285562336444855,4534.8701171875,13.989999771118164,100.87999725341795,549.88
2023-07-21,288000.0,43.38,215.99,8.132,45.0,2.0,1.0,0.0,15.0,6.0,0.1527777777777778,-0.21524176001548767,4536.33984375,13.600000381469728,101.06999969482422,537.08
2023-07-24,285500.0,43.38,210.8,7.718,43.0,2.0,1.0,0.0,14.0,2.0,0.175,0.450858622789383,4554.64013671875,13.90999984741211,101.3499984741211,520.83
2023-07-25,284000.0,43.08,212.51,8.147,43.0,2.0,1.0,0.0,14.0,2.0,0.255,0.7784295678138733,4567.4599609375,13.859999656677246,101.3499984741211,535.96
2023-07-26,282000.0,43.08,210.02,8.193,43.0,2.0,1.0,0.0,14.0,5.0,0.020000000000000007,0.5611264824867248,4566.75,13.1899995803833,100.88999938964844,536.82
2023-07-27,280500.0,43.08,205.95,8.082,43.0,2.0,1.0,0.0,14.0,2.0,0.0,0.4645334482192993,4537.41015625,14.40999984741211,101.7699966430664,522.43
2023-07-28,278500.0,43.08,208.05,8.263,43.0,2.0,1.0,0.0,14.0,6.0,0.0,0.3843917449315389,4582.22998046875,13.329999923706056,101.62000274658205,524.76
2023-07-31,277500.0,43.08,212.28,8.377,48.0,2.0,1.0,0.0,14.0,3.0,0.0,-0.32169797023137414,4588.9599609375,13.630000114440918,101.86000061035156,525.64
2023-08-01,274000.0,39.25,207.99,8.261,48.0,2.0,1.0,0.0,14.0,4.0,-0.05,0.4079607278108597,4576.72998046875,13.93000030517578,102.3000030517578,521.35
2023-08-02,269000.0,38.53,202.89,8.148,48.0,2.0,1.0,0.0,14.0,5.0,0.15,0.5458312273025513,4513.39013671875,16.09000015258789,102.58999633789062,511.55
2023-08-03,266000.0,38.53,199.35,8.151,48.0,2.0,1.0,0.0,14.0,3.0,-0.016666666666666666,0.18026228745778403,4501.89013671875,15.920000076293944,102.54000091552734,510.54
2023-08-04,262500.0,37.66,200.09,8.126,48.0,2.0,1.0,0.0,14.0,0.0,0.0,0.0,4478.02978515625,17.100000381469727,102.0199966430664,516.38
2023-08-07,256500.0,37.66,196.75,8.077,45.0,2.0,1.0,0.0,14.0,2.0,0.0,0.0,4518.43994140625,15.770000457763672,102.0500030517578,515.4
2023-08-08,253000.0,37.47,195.65,7.996,45.0,2.0,1.0,0.0,14.0,6.0,0.05227272727272727,0.1557911932468414,4499.3798828125,15.989999771118164,102.52999877929688,510.12
2023-08-09,249000.0,37.47,194.22,7.928,45.0,2.0,1.0,0.0,14.0,2.0,0.06818181818181815,0.4715269207954406,4467.7099609375,15.960000038146973,102.48999786376952,509.53
2023-08-10,247000.0,37.47,191.67,7.962,45.0,2.0,1.0,0.0,14.0,4.0,0.065,0.4037133455276489,4468.830078125,15.850000381469728,102.5199966430664,513.43
2023-08-11,244000.0,36.65,187.49,7.752,45.0,2.0,1.0,0.0,14.0,1.0,0.1363636363636363,0.0,4464.0498046875,14.84000015258789,102.83999633789062,504.18
2023-08-14,239500.0,36.04,185.54,7.386,46.0,2.0,1.0,0.0,13.0,3.0,0.2111111111111111,0.8855904340744019,4489.72021484375,14.81999969482422,103.19000244140624,492.17
2023-08-15,234000.0,36.04,184.04,7.244,46.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,4437.85986328125,16.459999084472656,103.20999908447266,482.62
2023-08-16,230000.0,35.52,181.53,7.079,46.0,2.0,1.0,0.0,13.0,1.0,0.2,0.8893586993217468,4404.330078125,16.780000686645508,103.41999816894533,476.18
2023-08-17,226500.0,35.52,182.68,7.07,46.0,2.0,1.0,0.0,13.0,7.0,-0.052197802197802186,0.08821490832737514,4370.35986328125,17.889999389648438,103.44000244140624,470.77
2023-08-18,225000.0,35.2,183.39,6.868,46.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,4369.7099609375,17.299999237060547,103.37999725341795,465.96
2023-08-21,225000.0,35.2,188.07,6.736,46.0,2.0,1.0,0.0,13.0,2.0,0.1875,0.4773776531219482,4399.77001953125,17.1299991607666,103.33000183105467,468.69
