Target,Method,Mode,Frequency,Average Period,Variance Ratio,Correlation,Approximate Entropy
lithium_hydroxide,VMD,1,0.0056022408963585,178.5,0.3273311260167416,0.821157667841365,0.0053084391215045
lithium_hydroxide,VMD,2,0.0056022408963585,178.5,0.3651196949810894,0.8439479859243603,0.0220031739404316
lithium_hydroxide,VMD,3,0.0126050420168067,79.33333333333333,0.008851350823236,0.1657140855795922,0.2067265389406567
lithium_hydroxide,VMD,4,0.0490196078431372,20.4,0.0008185529262769,0.0556036870345084,0.4323191769205632
lithium_hydroxide,VMD,5,0.1358543417366946,7.360824742268041,0.0001671475922749,0.0233619159089181,0.3845309792825797
lithium_hydroxide,VMD,6,0.2535014005602241,3.9447513812154695,8.160794795448002e-05,0.014849649423846,0.2372252430323151
lithium_hydroxide,VMD,7,0.3403361344537815,2.938271604938272,4.2783463084956666e-05,0.0117651525666255,0.3480624239746728
lithium_hydroxide,VMD,8,0.3977591036414565,2.514084507042253,6.269891815494491e-05,0.0116515964571566,0.4196920473696175
lithium_hydroxide,VMD,9,0.4467787114845938,2.238244514106583,3.8501886944286695e-05,0.0103962110934108,0.544202007081124
lithium_hydroxide,CEEMDAN,1,0.3375350140056022,2.962655601659751,0.0005529733320349,-0.0045480291598416,0.7874853314377117
lithium_hydroxide,CEEMDAN,2,0.238095238095238,4.2,0.0008091865955759,-0.0290000037474884,0.5323776851957978
lithium_hydroxide,CEEMDAN,3,0.0812324929971988,12.310344827586206,0.0015449562152777,0.0682574554593768,0.3999144123298022
lithium_hydroxide,CEEMDAN,4,0.0322128851540616,31.043478260869566,0.0067756227222591,0.1861099526110571,0.2352918830808832
lithium_hydroxide,CEEMDAN,5,0.0098039215686274,102.0,0.0541864513327305,0.4401255679239314,0.0715769580707124
lithium_hydroxide,CEEMDAN,6,0.0042016806722689,238.0,0.0617225323228807,0.6934122069223435,0.0341749941605193
lithium_hydroxide,CEEMDAN,7,0.0,,0.6058866611686535,0.9098372118017058,0.007058116042617
lithium_carbonate,VMD,1,0.0072463768115942,138.0,0.2786223362326337,0.8026138696136154,0.0070639951091886
lithium_carbonate,VMD,2,0.0057971014492753,172.5,0.3835591560274829,0.8601981458321232,0.0264833964721065
lithium_carbonate,VMD,3,0.0101449275362318,98.57142857142856,0.0213360534192174,0.2180989887002888,0.2059570056700876
lithium_carbonate,VMD,4,0.0304347826086956,32.857142857142854,0.0040215229890695,0.0976835397152712,0.3075542485071425
lithium_carbonate,VMD,5,0.0579710144927536,17.25,0.0017636027001697,0.0619079541232905,0.299746938025383
lithium_carbonate,VMD,6,0.3057971014492753,3.2701421800947865,1.2033367585487747e-05,0.0086363110573016,0.2383297601515104
lithium_carbonate,VMD,7,0.3521739130434783,2.8395061728395063,5.944942079296882e-06,0.0074488924213641,0.3241933617847676
lithium_carbonate,VMD,8,0.4028985507246377,2.4820143884892087,3.942195550209098e-06,0.0068442089833506,0.5061829495970538
lithium_carbonate,CEEMDAN,1,0.3275362318840579,3.0530973451327434,0.0001839792850062,-0.0178633844001818,0.8096183425159618
lithium_carbonate,CEEMDAN,2,0.2579710144927536,3.8764044943820224,0.001094132880067,0.0307594295796354,0.2441058738615515
lithium_carbonate,CEEMDAN,3,0.0710144927536231,14.081632653061224,0.002885562703295,0.2553393411478572,0.3549634747568588
lithium_carbonate,CEEMDAN,4,0.0217391304347826,46.0,0.0188205480796212,0.3988590663334808,0.2405894906401458
lithium_carbonate,CEEMDAN,5,0.0057971014492753,172.5,0.1555245576180053,0.75321360128495,0.0663808868123307
lithium_carbonate,CEEMDAN,6,0.0028985507246376,345.0,0.0064912596717504,0.6613386642956732,0.0281299094384954
lithium_carbonate,CEEMDAN,7,0.0014492753623188,690.0,0.408025935261373,0.9087246014782412,0.0094888329449835
