Target,Method,Mode,Frequency,Average Period,Variance Ratio,Correlation,Approximate Entropy
lithium_hydroxide,VMD,1,0.0056022408963585435,178.5,0.3273311260167416,0.821157667841365,0.005308439121504582
lithium_hydroxide,VMD,2,0.0056022408963585435,178.5,0.3651196949810894,0.8439479859243603,0.02200317394043161
lithium_hydroxide,VMD,3,0.012605042016806723,79.33333333333333,0.008851350823236081,0.16571408557959225,0.20672653894065673
lithium_hydroxide,VMD,4,0.049019607843137254,20.4,0.0008185529262769898,0.05560368703450845,0.4323191769205632
lithium_hydroxide,VMD,5,0.13585434173669467,7.360824742268041,0.00016714759227494518,0.023361915908918132,0.38453097928257973
lithium_hydroxide,VMD,6,0.2535014005602241,3.9447513812154695,8.160794795448002e-05,0.014849649423846086,0.23722524303231518
lithium_hydroxide,VMD,7,0.3403361344537815,2.9382716049382718,4.2783463084956666e-05,0.011765152566625563,0.3480624239746728
lithium_hydroxide,VMD,8,0.39775910364145656,2.5140845070422535,6.269891815494491e-05,0.011651596457156644,0.4196920473696175
lithium_hydroxide,VMD,9,0.44677871148459386,2.238244514106583,3.8501886944286695e-05,0.010396211093410816,0.544202007081124
lithium_hydroxide,CEEMDAN,1,0.33753501400560226,2.962655601659751,0.0005529733320349745,-0.00454802915984161,0.7874853314377117
lithium_hydroxide,CEEMDAN,2,0.23809523809523808,4.2,0.0008091865955759418,-0.02900000374748845,0.5323776851957978
lithium_hydroxide,CEEMDAN,3,0.08123249299719888,12.310344827586206,0.001544956215277753,0.06825745545937682,0.3999144123298022
lithium_hydroxide,CEEMDAN,4,0.03221288515406162,31.043478260869566,0.0067756227222591624,0.1861099526110571,0.23529188308088322
lithium_hydroxide,CEEMDAN,5,0.00980392156862745,102.0,0.05418645133273054,0.4401255679239314,0.0715769580707124
lithium_hydroxide,CEEMDAN,6,0.004201680672268907,238.0,0.061722532322880795,0.6934122069223435,0.03417499416051939
lithium_hydroxide,CEEMDAN,7,0.0,,0.6058866611686535,0.9098372118017058,0.00705811604261708
lithium_carbonate,VMD,1,0.008695652173913044,115.0,0.27799947875082165,0.80215806138894,0.006995619482902393
lithium_carbonate,VMD,2,0.004347826086956522,230.0,0.3842211188689343,0.8604188529735909,0.026413171825186987
lithium_carbonate,VMD,3,0.010144927536231883,98.57142857142857,0.021321558457811956,0.21815392544182158,0.20683578955397453
lithium_carbonate,VMD,4,0.030434782608695653,32.857142857142854,0.004001720911090845,0.09755079939179538,0.309549035278037
lithium_carbonate,VMD,5,0.05652173913043478,17.692307692307693,0.0017394567106752156,0.06156484922361214,0.29276338508652255
lithium_carbonate,VMD,6,0.1072463768115942,9.324324324324325,0.0002177037225723652,0.02816573419972099,0.3512317002226433
lithium_carbonate,VMD,7,0.3072463768115942,3.2547169811320753,1.2722159311387786e-05,0.008120108637785494,0.2335235064739054
lithium_carbonate,VMD,8,0.3927536231884058,2.5461254612546127,4.250215579922419e-06,0.0066600015579717665,0.4691405670567743
lithium_carbonate,VMD,9,0.4753623188405797,2.1036585365853657,6.640017173971989e-06,0.004803076187272463,0.19823868112381238
lithium_carbonate,CEEMDAN,1,0.32753623188405795,3.0530973451327434,0.00018397928500620445,-0.01786338440018189,0.8096183425159618
lithium_carbonate,CEEMDAN,2,0.2579710144927536,3.8764044943820224,0.0010941328800670716,0.030759429579635476,0.24410587386155158
lithium_carbonate,CEEMDAN,3,0.07101449275362319,14.081632653061224,0.0028855627032950354,0.2553393411478572,0.35496347475685885
lithium_carbonate,CEEMDAN,4,0.021739130434782608,46.0,0.01882054807962122,0.39885906633348084,0.2405894906401458
lithium_carbonate,CEEMDAN,5,0.005797101449275362,172.5,0.15552455761800532,0.75321360128495,0.06638088681233079
lithium_carbonate,CEEMDAN,6,0.002898550724637681,345.0,0.006491259671750461,0.6613386642956732,0.02812990943849547
lithium_carbonate,CEEMDAN,7,0.0014492753623188406,690.0,0.408025935261373,0.9087246014782413,0.009488832944983594
